desc,likesCount,commentCount,viewCount,support
da face #murica #kag #2ndadmendment #billofrights #foryourpage #fakeimpeachment #trump2020 #trumptrain2020 #maga #donaldtrump #acquitted,8099,46,40500,0
#duet with @hodgetwins #realtalkreallife #votered #trumptrain2020 👊🇺🇸🇺🇸🇺🇸🇺🇸,8072,308,79800,0
queen👑✨ #kamalaharris #bidenharris2020 #feminist,109300,2668,762800,1
#votered #redwave #redkingdom #trumptrain #trumptrain2020 #keeptexasred #voteblue #holidaytiktok,8069,348,70100,0
vote him out! 💙 #foryoupage #fyp #vote #biden2020 #dumptrump2020 #donaldtrump #trump2020 #restinpeace #bidenharris2020 #republican #democrat #foryou,109100,3215,1100000,1
someone decided to leave a biden sign in my yard. #trump2020 #bidencoalition  #bidensucks #maga #trumptrain2020,8038,213,60100,0
#duet with @bassthebreeze i mean...she nailed it #election2020 #bidenharris2020 #settleforbiden #tiktokcaptions,109000,710,1200000,1
#repost #fyp #foryou #foryoupage #trump #trumptrain #trump2020 #trumptrain2020,8033,1015,33300,0
florida didn’t turn blue but orlando did💙 #fyp #bidenharris2020 #orlando #florida #2020election,108900,1989,383500,1
#trump2020 #biden2020 #trumpsquad2020 #trumpet #trumptrain2020 #election2020 #bidenisbraindead,8029,347,22600,0
savage queens vote early and wear masks. #savage #vote #biden2020 #bidenharris2020 #dogsoftiktok #mask #wearamask #fyp,108700,727,734900,1
#trumprally2020 #trumptrain2020  #monroe #louisiana,8015,303,28800,0
"today can’t be taken away from us 🥺🤍 celebrate today, fight more! there is work to be done #greenscreen #myhobby #foryou #fyp #bidenharris2020",108100,892,508700,1
#vpdebate #mikepence#trumptrain2020 #trumpsquad2020 #trumpsupporters #womenfortrump #momsfortrump #republicansforamerica #fyp,8004,0,36100,0
yikes. i always feel sm better after doing charity work :) #votehimout #bidenharris2020 #fyp #lgbtq #womensrights,108000,2375,489500,1
reply to @moskillzz #trump2020 #trumptrain2020,7994,238,54300,0
i just can’t anymore....#dumptrump2020 #bidenharris2020,107800,2703,487800,1
he is in the hospital with covid 😩🙏🏻❤️ #fyp #foryoupage #trump2020 #trumptrain2020 #nashville,7990,223,136900,0
@smilessobig 🏳️‍🌈 🧢 #foryoupage #fyp #biden2020 #bidenharris2020 #trump #lgbtq #thursday #tiktokart #politicaltiktok #politics,107700,2809,379100,1
#donaldtrump #trump2020 #trumptrain2020 #conservative #fakenews #mega #kag #fyp #pray #america #trump #usa,7983,7,77700,0
#votehimout2020 #voteblue2020 #bidenharris2020,107700,1975,543700,1
#duet with @nicsonofanders can someone please direct me to trump tok!! i think i am lost!! 🤔 🗺 🤨 #trump #trumptok #trumptrain #trumptrain2020,7975,878,34000,0
i am a delight. #riseandshine #bidenharris2020 #votehimout #momsoftiktok #embarassingmom #lawyersoftiktok #nowcoffee #fyp,107700,1047,560100,1
rolling up to the voting polls like  #trump2020 #trumptrain2020,7969,159,46800,0
🌈last debate: heartless😡 #vote #debate #voteblue #settleforbiden #dumptrump #saveamerica #wearamask #fyp #bidenharris2020,107300,3519,297200,1
#backtheblue #thinblueline #bluelivesmatter #gaysfortrump #trump2020 #trumptrain2020 #byefelicia @zacharyfigueiredo,7874,217,22300,0
republicans are something else #funny #twitter #republican #leftist #bidenharris2020 #trump,106600,334,402400,1
hell yeah🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 #trump #trumptrain #fyp #trump2020 #usa #votetrump #trumptrain2020 #patriots #truth #usa #truth #facts #republican,7844,131,32500,0
#duet with @summerannelee #fashionhistory #kamalaharris #biden #bidenharris2020 #bidenharris #feminism #feminist #election2020 #vote2020 #fashion #fyp,106600,323,409400,1
#trump2020#fyp#trumptrain2020#trumpsupporters,7824,2707,22600,0
november 3rd. #donaldtrump #politics #bidenharris2020 #maga,106600,4030,706400,1
“at least it’s not trump” 🤦🏽‍♂️. #trump2020 #republican #fyp #xyzbca #conservative #maga #kag #politics #trumptrain2020,7819,54,37000,0
blow this up so it gets on her fyp page! im a proud wife to my trans man!! 🏳️‍🌈 @jekajane #bidenharris2020 #lgbtqrights,106100,781,619300,1
so many people say nice things and then u say u support trump and they switch up #trump #trumptrain2020 #cancelthenoise #keepamericagreat #maga #ootd,7752,250,45400,0
we’ve got you covered #comedy #biden #trump #election #biden2020 #trump2020 #donaldtrump #joebiden #election2020 #maga #bidenharris2020 @nbcsnl,104800,2464,507000,1
#fyp #chicago #fucktrump #bidenharris2020 #dumptrump2020,104200,971,356500,1
"remember, you can fool some of the people, some of the time! idiots!!! #trump2020 #🇺🇸 #trump #trumptrain2020 #conservativehypehouse #standupamerica",7741,425,55000,0
the story of your favorite president #bidenharris2020,104200,2546,1100000,1
#trumptrain2020 #fyp #2020 #foryoupage #eatemup #foryou,7733,204,60100,0
fed up. #stephencolbert #familyimpression #foryoupag #democrathypehouse #liberalhypehouse #bidenharris2020 #biden46 #byedon #bidenharris #biden2020,104200,1597,596100,1
#duet with @social_d #trumptrain2020 #republicansforbiden2020 #lgbtq #blacklivesmatter #democrats #donaldtrump #bidenharris2020 #dumptrump2020,7662,310,69400,0
donald is shook #neonshadow #bidenharris2020,103800,551,434700,1
just wait till the end...#trump2020 #republican #trumptrain2020 #prolife #fyp #foryoupage,7643,227,60300,0
america made a mistake #trump2020 #president #bidenharris2020,103700,4607,745900,1
#trumpsquad2020 #trumptrain2020 #trump2020,7587,593,59500,0
had conservatives and liberals mad at me for this one 🤭 #trump2020 #trumppence2020 #biden2020 #bidenharris2020 #fyp #vote,103600,1713,733400,1
socialism=communism #murica #kag #trump2020 #donaldtrump #trumptrain2020 #maga #republican #votetrump #4moreyears,7590,216,30700,0
"yee yee, baby! #election2020 #bidenharris2020 #trumpflag #byedon",102900,411,830800,1
part 2 coming up#freedomhouseusa#democratsareidiots#trumptrain2020#republicanconservative#2ndammendment#blackconservitive,7567,814,108900,0
-oop #biden2020 #bidencoalition #bidenharris2020 #voteblue #fyp #vote,102700,1792,424100,1
#trumpsquad2020 #trump2020 #trumptrain #trumpsnotracist #trumptrain2020 #trump #votefortrump,7545,341,55500,0
"#greenscreenvideo #donaldtrump #biden2020 #bidenharris2020 #mexico #wall former president of mexico, vicente fox.",102600,1104,353100,1
#votes #unwrapthedeals #homeoffice #witchesfortrump #red #trump2020 #trumpsquad2020 #trump #trumptrain2020,7513,644,31400,0
florida for biden! #bidenharris2020 #biden2020 #vote #voteblue #bluewave #vanlife #votehimout #florida #tallahassee #rally #dumptrump #fyp #trump,102000,1575,382500,1
proud of our state! #republicanconservative #policia #foryoupageofficiall #womenfortrump #wethepeople #trumpsquad2020 #trumptrain2020,7472,237,36200,0
"october 7th, mark your calendars🙂 #kamalaharris #pence #fyp #foryou #bidenharris2020 #debate #foryoupage",101200,1614,414200,1
#duet with @mgot2 #realtalkreallife #wordsofwisdom #educatethesheep #kag👊🇺🇸🇺🇸🇺🇸🇺🇸 #trumptrain2020,7451,162,26600,0
new york loves joe biden!! #fyp #biden2020 #bidenharris2020 #newyork,100600,1795,359300,1
#stitch with @thedemocratgoth #trumpismypresident #trump2020 #xyzbca #fyp #trumptrain2020 #foryourpage,7440,215,62700,0
madame vice president💘 #kamalaharris #bidenharris2020 #joebiden #biden2020 #foryoupage #viral #fyp #vote #america #queen #girlpower #usa,100200,998,736900,1
who else is ready!? 🤣🇺🇲🇺🇲🇺🇲❤🤍💙 #trumpsquad2020 #trumptrain2020 #donaldtrump2020 #4moreyears #trumpvsbiden #getthepopcorn #fyp #foryou,7403,509,39800,0
"colbert asks ""what's wrong with donald jr.?""#fyp #freezeframephoto #gardenproject #politics #trump2020 #bidenharris2020 #democrat #republican #xyzbca",100000,1061,583500,1
#trump2020 #mississippi #trumptrain2020 #jeepsoftiktok #proudamerican #vibess #votetrump #foryoupage #foryou #watch,7401,283,64100,0
lmao had to take the other girls out #fyp #foryoupage #foryou #bidenharris2020 #voteblue,99700,459,499100,1
#greenscreen #trumpsquad2020 #trumptrain2020 #trump2020,7390,479,40400,0
#greenscreen #864511320psa #dumptrump2020 #liberal #over40club #blm #bidenharris2020 #kattwilliams,99600,2686,984100,1
#trump2020 #donaldtrump #trumptrain #trumpsquad #trump #votetrump #trumpsays #trumptrain2020 #trumptrainsucks #lovetrumpshate #ilovetrump #lovetrump,7378,84,42400,0
obama rn #fyp #election #biden2020 #obama #bidenharris2020 #greenscreen,99200,1323,290700,1
#treasonousdemocrats #rodrosenstein #hawkins #trumptrain2020 #trump2020 #donaldtrump2020 #donaldtrump #trumplandslide #fyp #foryourpage,7369,212,68300,0
so much history was made in one day. we all played a part in it. #bidenharris2020#biden2020#2020#president#dumptrump#cc#fyp#foryou,99100,904,267600,1
#teamtrump2020 #trumptrain2020 #maga #conservativehypehouse #,7356,390,44300,0
gorgeous how she get’s off the plane!💓 #kamalaharris #fyp #bidenharris2020 #girlpower #joebiden #foryoupage #queen,99000,700,1000000,1
#trumpsquad2020 #teamtrump2020 #maga #trumptrain2020 #trumptrain2020 #fypシ #trump2020 #conservativehypehouse #republicanhypehouse #blm #usa,7353,347,38400,0
for her. for all. peace love and #bidenharris2020 #usps #election #winner #blacklivesmatter #brooklyn #nyc #fyp #foryourpage #women #womenofcolor,98500,457,638200,1
please drop a follow and like for me. #trumptrain2020 #trumpsquad2020 #trunpsupporter #trumpsupporters,7348,3376,30900,0
timbs!!!!!!✨🔥 #kamalaharris #fyp #vote #politics #ghostphotoshoot #fypシ #biden2020 #vp #quickrecipes #bidenharris2020,98400,2043,845100,1
#thefirst #billorielly #trump #maga2020 #maga #magagang #trumptrain #trumptrain2020 #president #trumpoverbiden #loudmajority #fyp #45,7334,190,33600,0
#trump2020 #votetrump2020 #trumptrain2020 #backtheblueforever #keepamericagreat2020 #voterepublican2020 #trumpsquad2020,7314,439,33800,0
"hang in there, loves. 💙 #13thdoctor #thirteenthdoctor #whovians #mentalhealthhumor #doctorwho #mentalhealthcheckin #whovian #bidenharris2020",98200,1987,388000,1
#trump2020 #republican #trumptrain #trumptrain2020 #fyp #conservative,7314,141,45000,0
“bye-don 2020” cake because i just had to! 😂👋❤️💙🇺🇸 #bidenharris2020 #biden2020 #foryou #fyp,98000,3342,1000000,1
#duet with @cmajors8 #votered #trumptrain2020 #kag👊🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🙏,7311,210,37300,0
biden supporters in philly #familyimpression #redbulldanceyourstyle #fallfashion #democrat #liberal #leftist #bidenharris #bidenharris2020 #fyp,97800,3143,375800,1
#fyp #ftb #fordaboyz #foryou #foryoupage #trump2020 #trumptrain2020 #trumpsquad2020 #trump2020 #trump #trump #biden🤮,7299,328,57900,0
it truly felt like the end of a movie when the villain is defeated 💙💙 #fyp #foryoupage #johnlegend #chrissyteigen #bidenharris2020,97800,1440,784200,1
#fyp#foryou #foryoupage #4upage #trumpsquad2020 #trumptrain2020 #trumptrain#bidensucks #trumpalltheway #xyzbca #texanshelpingtexans,7280,531,37400,0
did you 4get i #lawyer? #law #biden2020 #bidenharris2020 #politics #fyp #fypシ,97300,1516,449500,1
#kayleighmcenany #trump. #notgivingup. #bosslady #badass #trump2020. #trumptrain2020 #factsoverfeelings #cnnfakenews. #redwave.,7229,266,28800,0
5 days left #govote2020 #election #biden2020 #bidenharris2020 #election2020mood #theoffice #michaelscott #politicsmemes,97300,312,634800,1
#trump #trump2020 #womenfortrump #trumptrain #trumptrain2020 #trumpismypresident #pelosi #nancypelosi  not today nancy!,7213,342,67600,0
byeee trump🤣👋🏽 #bidenharris2020,96800,1413,332400,1
#trump2020 #terrybradshaw #americathebeauriful #trumptrain2020,7186,183,49700,0
trumpies not in this tax bracket got the most to say 🤣 #fyp #foryou #bidenharris2020 #biden2020 #trump #election #tax #politics #nickiminaj,96800,2313,487500,1
just fax #murica #kag #2ndadmendment #billofrights #foryourpage #fakeimpeachment #trump2020 #trumptrain2020 #maga #donaldtrump #acquitted,7166,76,39400,0
#settleforbiden #bidenharris2020 #dumptrump2020 #foryoupage #fyp,96700,2369,192700,1
#donaldtrump #liberals #libertarian #american #comunism #americangirl #trump2020 #trump #trumptrain2020 #donaldjtrump #ilovedonaldtrump,7160,246,33400,0
that’s dr biden to you #jillbiden #drbiden #bidenharris2020 #politicaltiktok #liberal #democrat #joebiden #kamalharris #fyp,96500,534,537200,1
this will either make me gain or lose followers. #trump2020 #trumptrain2020 #fyp #fy #trumpsquad2020,7144,553,26600,0
dump trump #dumptrump #byedon #bidenharris2020 #fyp,96300,0,337900,1
#trump2020 #powercouple #kag #xzybca #lesbiansfortrump #trumptrain2020 #lgbtq #foryoupage #fyp #maga #trump #wedrankthekoolaid @bmw42589 @pianokatie,7074,582,29400,0
#presidentbiden #biden2020 #byedon #yourfired #breathagain #president #blm #bidenharris2020 #chicago #downtownchicago #chicagocheck,96200,2188,617100,1
stand up [tiktok removed] #trumptrain2020 #maga #kag #murica #2ndadmendment #billofrights #foryourpage #trump2020 #fakeimpeachment #donaldtrump,7069,100,39300,0
this is a reminder to vote #xyzbca #fyp #foryou #biden2020 #bidenharris2020 #voteblue #vote,96200,2486,540500,1
#ghostmode #trump2020 #politicalhumor #republicanconservative #maga #kag #womenfortrump #45 #trumptrain2020 #nobiden #trumpsquad2020 #politicalcomedy,7044,360,155900,0
#duet with @f.cktrumpchannel #duet #latinosforbiden2020 #voteblue #falldiy #fyp #foryourpage #bidenharris2020 #vote #votearly,95800,1815,699200,1
#trump #trump2020 #trumptrain #trumptrain2020 #douche #douchebag,7023,392,48800,0
#greenscreenvideo #cuomobrothers #chriscuomo #tedcruz #donaldtrump #biden2020 #bidenharris2020 #donaldtrump,95400,2238,993400,1
yall hear that? sounds like the trump train😍 #fyp #trump2020 #trumptrain2020 #letsgo,7024,792,92300,0
freedom of speech vs harassment #bidenharris2020 #trumptrain #vote #bluewave #elections #politics #bidenbus #settleforbiden #foryoupage #roadrage #4u,95100,7515,447300,1
#trump2020 #trumptrain2020 #choochoo #maga2020 #presidenttrump #kayleighmcenany #fucdemocrats,7017,196,41000,0
get out and vote blue!! #fdt #biden2020 #bidenharris2020 #democrat #florida #grabhimbytheballot #bluewave,95000,2496,373700,1
#prayersfortrump #trumpstrong #trumpstrong2020 #redwave #trumptrain2020 #redkingdomtrump2020 #trending #redpill #voterfraudisreal #redstatesdoitbetter,6970,341,25500,0
im so stressed i want to cry 😭 #fyp #election #election2020 #biden2020 #viral #bidenharris2020 ib: @_snooksss,94800,3342,294100,1
reply to @jaquelinrobles65    #trump2020 #trumptrain2020 #trump #trumpsupporter  love my president and if you do to let’s show her the trumptrain,6963,1438,24100,0
🤡🤡 #vote #voteblue #settleforbiden2020 #bidenharris2020 #genzforbiden #dumptrump #votehimout #fdt #fyp #biden2020 #foryou,94300,732,507300,1
it’s so funny to me #cancelthenoise #trump2020 #trumptrain2020 #maga #icanttalkrightnow #thewildschallenge,6960,300,44200,0
be safe out there and fuck trump #sandiego #election2020 #hillcrestsandiego #bidenharris2020,93600,3108,874700,1
🙃🙃#metime #colorselector #trump2020 #trump #conservative #trumptrain2020 #biden #kamalaharris #republican #fyp,6924,133,174900,0
we won. #fyp #foryoupage #2020election #bidenharris2020,93600,1054,361900,1
i love my city- we got that gritty energy 💙#bidenharris2020 #philadelphia #counteveryvote #usa #election #trumppenceoutnow #bidenharris2020 #gritty,93100,2271,582600,1
#fyp #trump2020 #trumptrain2020 #texas #texasproud,6911,0,156600,0
#trump #trump2020 #maga #trumptrain2020 #trumpforpresident,6901,979,19300,0
thank you amazon #dumptrump #nevertrump #bidenharris2020 #trump2020 #maga,93100,7863,293400,1
#duet with @itsmorganariel #realtalkreallife #votered #trumptrain2020 #maga #kag👊🇺🇸🇺🇸🇺🇸🇺🇸,6824,301,47600,0
#amiwrongtho #trump #trump2020 #trumpsquad2020 #biden2020 #biden #bidenharris2020 #bold #faxs #fyp #xyzbca #fortheboys #foryourpage #strictlycurls,92900,5164,243400,1
mark isn't worth our time - #politics #parksandrec #leslieknope #ronswanson #benwyatt #vote #bidenharris2020 #dumptrump #tvshow,92700,906,501500,1
disregard my face tbh i’m doing my work butttt shittt i’m pretty sure i got a top lip😪🤷🏽‍♀️#trumptrain2020,6799,323,27600,0
fuck trump!! no mames huey!! #voteblue #votehimout #fucktrump #latinosfortrump #pendejos #biden2020 #bidenharris2020 #mexicana #americana #vote2020,92700,8220,641600,1
thank god for donald trump. #donaldtrump #thankgodfordonaldtrump #trumptrain2020 #trump2020,6774,660,198000,0
who did you vote for? #vote #votetiktok #blacktiktok #bidenharris2020,92500,8838,440600,1
bye snowflakes❄️ arizona is the best😌 #arizona #trump2020 #trumptrain2020 #foryou #forupage #4u #arizonacheck #snowflakes,6762,292,30300,0
